text,intent,target,metadata
phong nghi co o gan thu vien k,facility_query,room_resting,
cần ngủ thì lên phòng nghỉ ở chỗ nào,facility_query,room_resting,
phong nghi co bat may lanh tu sang toi chieu a,facility_query,room_resting,
phòng nghỉ trưa đóng cửa lúc mấy giờ,facility_query,room_resting,
phong nghi co the dang ky truoc khum,facility_query,room_resting,
tìm hiểu về phòng nghỉ ngơi của trường,facility_query,room_resting,
phong nghi sinh vien mien phi dung chua,facility_query,room_resting,
ở phòng nghỉ có cấm làm ồn k,facility_query,room_resting,
phong nghi nay nam tang may the mn,facility_query,room_resting,
cho hỏi vị trí resting room,facility_query,room_resting,
phong nghi trua danh cho sv nu o phong nao,facility_query,room_resting,
mình muốn hỏi xem phòng nghỉ ở đâu,facility_query,room_resting,
phong nghi sinh vien o khu a hay b,facility_query,room_resting,
phòng nghỉ có quạt ko,facility_query,room_resting,
phong nghi truong mjnh rat hien dai k,facility_query,room_resting,
phòng thư giãn cho sv hoạt động ko,facility_query,room_resting,
phong nghi cho ng ngoai vao k,facility_query,room_resting,
xin thông tin phòng nghỉ ngơi ạ,facility_query,room_resting,
phong nghi nay vo la ngu dc luon ha,facility_query,room_resting,
cho tui hỏi phòng nghỉ sinh viên nằm đâu,facility_query,room_resting,
phòng nghỉ nay có cho mang đồ ăn vặt k,facility_query,room_resting,
nhà vệ sinh gần nhất ở đâu,facility_query,room_toilet,
toilet truong o khu nao sach nhat,facility_query,room_toilet,
nhà vệ sinh nam ở tầng này ở đâu,facility_query,room_toilet,
wc o day co giay ve sinh k,facility_query,room_toilet,
tầng này có toilet không bạn,facility_query,room_toilet,
nha ve sinh co cua mui ko vay,facility_query,room_toilet,
cho hỏi wc nữ nằm phía bên nào,facility_query,room_toilet,
nha ve sinh nu phong may,facility_query,room_toilet,
mình muốn tìm nhà vệ sinh,facility_query,room_toilet,
wc nam nam o goc nao cua toa nay,facility_query,room_toilet,
nhà vệ sinh có gương lớn ko,facility_query,room_toilet,
toilet truong mjnh co thung rac ko,facility_query,room_toilet,
cho hỏi khu này có nhà vệ sinh ko,facility_query,room_toilet,
nha ve sinh sinh vien sach hong,facility_query,room_toilet,
nhà vệ sinh có nằm ở sảnh chính ko,facility_query,room_toilet,
wc gan day nhat la o toa nao,facility_query,room_toilet,
xin lỗi cho tớ hỏi nhà vệ sinh ở đâu,facility_query,room_toilet,
nha ve sinh o cuoi hanh lang ha ban,facility_query,room_toilet,
có ai biết toilet ở chỗ nào ko,facility_query,room_toilet,
wc nam o tang may vay b,facility_query,room_toilet,
nhà vệ sinh có phân buồng k,facility_query,room_toilet,
toilet o khu B co hu khong,facility_query,room_toilet,
hỏi vị trí của phòng vệ sinh,facility_query,room_toilet,
wc truong minh co may say tay k,facility_query,room_toilet,
tầng 1 có nhà vệ sinh nào không,facility_query,room_toilet,
nha ve sinh o truong co xa phong rua tay khum,facility_query,room_toilet,
nhà vệ sinh nam nữ có nằm chung 1 khu ko,facility_query,room_toilet,
wc nu o tang trệt nam dau,facility_query,room_toilet,
có bạn nào thấy nhà vệ sinh quanh đây k,facility_query,room_toilet,
nha ve sinh hom nay co tac nuoc k,facility_query,room_toilet,
toilet ở đằng trước hay đằng sau toà nhà,facility_query,room_toilet,
wc co sach se thoang mat khong,facility_query,room_toilet,
vị trí wc ở đâu vậy mn,facility_query,room_toilet,
nha ve sinh co hoat dong binh thuong ko,facility_query,room_toilet,
ở đây có nhà vệ sinh dành cho người khuyết tật k,facility_query,room_toilet,
toilet danh cho giang vien va sv giong nhau k,facility_query,room_toilet,
nhà vệ sinh tầng 3 có bị hư chốt cửa k,facility_query,room_toilet,
wc toa nay mo cua 24/24 ha,facility_query,room_toilet,
phòng vệ sinh ở đâu thế,facility_query,room_toilet,
nha ve sinh sinh vien ở đâu dị,facility_query,room_toilet,
kiếm wc ở khu trung tâm thì hỏi ai,facility_query,room_toilet,
wc o khu nay co the re vao tu huong nao,facility_query,room_toilet,
nhà vệ sinh trường đh ở vị trí nào,facility_query,room_toilet,
toilet o truong có đông gio ra choi k,facility_query,room_toilet,
bạn ơi nhà vệ sinh ở chỗ nào,facility_query,room_toilet,
wc co mui gi la k,facility_query,room_toilet,
tìm nhà vệ sinh gần khu ăn uống,facility_query,room_toilet,
nha ve sinh o day nam o vach nao,facility_query,room_toilet,
cho xin vị trí nhà vệ sinh với,facility_query,room_toilet,
toilet o cuoi day dung khong,facility_query,room_toilet,
sân vận động trường nằm ở đâu,facility_query,stadium,
san van dong rong bao nhieu met vuong,facility_query,stadium,
trường mình có sân vận động không,facility_query,stadium,
san bong da nam o khu nao cua svd,facility_query,stadium,
sân vận động mở cửa tự do khum,facility_query,stadium,
svd truong minh co cho muon bong k,facility_query,stadium,
có thể tập chạy ở sân vận động buổi tối ko,facility_query,stadium,
san van dong co den chieu sang vao ban toi ko,facility_query,stadium,
sân vận động có đường chạy điền kinh k,facility_query,stadium,
svd nay nam sau khu ky tuc xa phai khong,facility_query,stadium,
vị trí của sân vận động nằm hướng nào,facility_query,stadium,
san van dong co the chua bao nhieu ng,facility_query,stadium,
sân vận động trường có tổ chức hội thao ở đây ko,facility_query,stadium,
svd truong la san co nhan tao hay co that,facility_query,stadium,
sinh viên có dc tự ý vào sân vận động đá banh ko,facility_query,stadium,
san van dong co ban ve ngoai k,facility_query,stadium,
cho mình hỏi sân vận động nằm ở cơ sở mấy,facility_query,stadium,
svd nam gan nha the chat dung k,facility_query,stadium,
tình trạng sân vận động hiện tại thế nào,facility_query,stadium,
san van dong co mo vao chu nhat ko,facility_query,stadium,
đặt lịch sử dụng sân vận động với ai,facility_query,stadium,
svd co cho nao de do chua,facility_query,stadium,
sân vận động trường có chỗ đậu xe k,facility_query,stadium,
san van dong o phia tay truong m ah,facility_query,stadium,
giờ đóng cửa của sân vận động,facility_query,stadium,
svd truong m rong phet nhi,facility_query,stadium,
sân vận động có chia các khu vực chơi thể thao riêng ko,facility_query,stadium,
svd truong minh co khan dai k,facility_query,stadium,
chiều nay sân vận động có đang trống ko,facility_query,stadium,
san van dong de da bong pphai ko,facility_query,stadium,
muốn biết thông tin về sân vận động trường,facility_query,stadium,
svd truong chieu nay co su kien gi khum,facility_query,stadium,
sân vận động có mái che ở khán đài ko,facility_query,stadium,
san van dong nay xay tu bao h vay,facility_query,stadium,
đường lên sân vận động đi cửa nào,facility_query,stadium,
svd o truong co ho boi ko z,facility_query,stadium,
sân vận động mở từ sáng sớm ko,facility_query,stadium,
san van dong mien phi cho sv ak,facility_query,stadium,
xin địa điểm sân vận động của trường,facility_query,stadium,
svd nay la san 11 nguoi hay 7 nguoi,facility_query,stadium,
khoảng cách từ toà chính ra sân vận động bao xa,facility_query,stadium,
san van dong truong dai hoc nam vi tri nao,facility_query,stadium,
sân vận động có căng tin nhỏ k,facility_query,stadium,
svd cua truong cho sv vao tap the duc dc khong,facility_query,stadium,
sân vận động nằm ngay cổng phụ à,facility_query,stadium,
san van dong co wc k a,facility_query,stadium,
bạn ơi sân vận động ở đâu á,facility_query,stadium,
svd mo toi 9h toi luon ha,facility_query,stadium,
hỏi thăm chỗ sân vận động xíu,facility_query,stadium,
san van dong de to chuc the duc the thao o day ah,facility_query,stadium,
